Unnamed: 0,discussion,is_moderator,response
518," ""I have no special strength. I'm not crazier than anyone else. If a 20-year-old hometown girl can stand up to the government in this way, then everyone else can."" - Angela Atkins",0.0,1
519," Please refrain from making unconstructive edits to Wikipedia, as you did at Adriana Araujo. Your edits appear to constitute vandalism and have been reverted or removed. If you would like to experiment, please use the sandbox. Thank you.  
''If this is a shared IP address, and you didn't make the edit, consider creating an account for yourself so you can avoid further irrelevant notices.''",0.0,1
520," '''This is your last warning'''. You may be '''blocked from editing without further warning''' the next time you vandalize a page, as you did with this edit to Santa Susana High School.   ",0.0,"4

This comment is a clear warning to a user about their behavior. While it is not"
521," Hello, and welcome to Wikipedia. This is a message letting you know that one or more of your recent edits to Bradshaw model has been undone by an automated computer program called .

 ClueBot NG makes very few , but it does happen. If you believe the change you made was constructive, please , [ report it here], remove this message from your talk page, and then make the edit again.
 For help, take a look at the introduction.
 The following is the log entry regarding this message: Bradshaw model was changed by    ANN scored at 0.965657 on 2014-06-11T13:57:48+00:00 . Thank you.   ",0.0,1
522," You may be '''blocked from editing without further warning''' the next time you vandalize Wikipedia, as you did  at James Oglethorpe.   ",0.0,1
523,In fact I have invited Damiens.rf to review my file contributions. So if he bugs me again with a deletion request of this file I trust you will step up to the plate and reply to him.  ,0.0,"3

The comment is somewhat confrontational and could potentially escalate the situation. It is not overt"
524," ""Initiate"" may be the wrong word, as in another case on WP:N, PF is attempting to revert a portion of a guideline to a previous version.  Also, I still feel that the scope of what p/g this applies to is necessary; if, say, PF should come up with a guideline that is readily accepted that is outside the scope of fictional works, PF should not be prevented in tweaking it or the like.  (Also, this begs the question, are p/g pages those explicitly marked as such, or include Wikiproject guidance pages, or what?  Limiting the scope would prevent the need for trying to answer this question). ",0.0,1
525,Comments moved from case page,0.0,1
526, '''Not done:''' please provide reliable sources that support the change you want to be made.  ,0.0,1
527,September 2010,0.0,1
528,How come nobody bothers to put in an average length of these swords? It is kind of annoying me that most other versions (in other languages) have the length but the English one does not!,0.0,1
529,"I made a few changes, listing each belt individually with its different requirements and the basics of what are taught. I'd like to include a list of the moves later perhaps. I know it looks really rough, I'll fix the appearance later on tonight. Or someone else can. Let me know what you guys think though. ",0.0,1
530," Please stop adding unsourced content, as you did to Kakazai. This contravenes Wikipedia's policy on verifiability. If you continue to do so, you may be blocked from editing Wikipedia.   ",0.0,3
531,"The article was nominated by another editor for deletion. However, this is a known Punjabi tribe of Jat origin (distinct from the Afghan tribe of Kakars). Is it possible editors can come together and write a better referenced article? I am sure I have come across references in studies of prominent Kakker chieftains aiding the Sikh Gurus and having positions within the Lahore Darbar. I will try also  ",0.0,1
532," Hello, and welcome to Wikipedia. This is a message letting you know that one or more of your recent edits to Education in France has been undone by an automated computer program called .

 ClueBot NG makes very few , but it does happen. If you believe the change you made was constructive, please , [ report it here], remove this message from your talk page, and then make the edit again.
 For help, take a look at the introduction.
 The following is the log entry regarding this message: Education in France was changed by    ANN scored at 0.952894 on 2017-01-05T14:15:25+00:00 .
Thank you.   ",0.0,1
